SHORT_LINE_DENSITY_5,SHORT_LINE_DENSITY_2,VEDGE_MEAN,VEDGE_SD,HEDGE_MEAN,HEDGE_SD,Target
-0.35704731841351994,-0.19455170047579257,-0.5989501845886975,-0.12593145535789518,-0.48709044830288845,-0.13491062320844716,0
-0.35704731841351994,-0.19455170047579257,-0.5783613132389037,-0.12138822381399696,-0.5332674482223392,-0.13887896098507227,0
-0.35704731841351994,-0.19455170047579257,-0.5989502142367339,-0.12494020537855681,-0.4409135176489031,-0.13132022629563106,0
-0.35704731841351994,-0.19455170047579257,-0.5165944990652767,-0.12361853741611968,-0.3639518972934621,-0.1321390863982668,0
-0.35704731841351994,-0.19455170047579257,-0.43423889877996047,-0.11899270175560005,-0.4255211658716288,-0.13289496390811067,0
-0.35704731841351994,-0.19455170047579257,-0.5165945731853677,-0.12560103987274746,-0.48709044830288845,-0.13491062320844716,0
2.4106684711372743,-0.19455170047579257,-0.33129434561275045,-0.10751068850745811,0.005464018943584881,-0.08603081272481196,0
-0.35704731841351994,-0.19455170047579257,-0.06363839545666687,-0.007972690063333529,0.06703325981556542,-0.12281663679355133,0
-0.35704731841351994,-0.19455170047579257,-0.20776079879759646,-0.10949321518528915,-0.28699026308492814,-0.12401345112761898,0
-0.35704731841351994,-0.19455170047579257,-0.207760835857642,-0.09858948405798681,-0.31777491122710455,-0.11947821413035958,0
-0.35704731841351994,-0.19455170047579257,-0.5577723751810281,-0.12692270729990932,-0.5024828000801628,-0.1338398031421963,0
-0.35704731841351994,-0.19455170047579257,0.12166153563558632,-0.04539239280815899,-0.1792440915589622,-0.12684797342180737,0
-0.35704731841351994,-0.19455170047579257,-0.3930611190203274,-0.1176710363357202,-0.48709046215598156,-0.1371782455336865,0
-0.35704731841351994,-0.19455170047579257,-0.1459941180401332,-0.09090728783031557,-0.24081322160619834,-0.12533622724583962,0
-0.35704731841351994,-0.19455170047579257,0.10107304971026587,-0.07405604803954825,-0.009928180449665824,-0.11418711169833552,0
-0.35704731841351994,-0.19455170047579257,-0.4754167267176528,-0.11800144923370443,-0.3947364900232663,-0.13264300462478168,0
-0.35704731841351994,-0.19455170047579257,-0.5165946102454132,-0.12361853942340173,-0.5640521379237947,-0.13837504513955892,0
-0.35704731841351994,-0.19455170047579257,-0.16658301162595432,-0.10387612075799642,-0.17924389761565945,-0.1238244812399434,0
-0.35704731841351994,-0.19455170047579257,-0.47541674895368,-0.12394895499776203,-0.5486597584403343,-0.13667432951810157,0
-0.35704731841351994,-0.19455170047579257,-0.37247213278439256,-0.12568364579592267,-0.4255211658716288,-0.13440670940379226,0
-0.35704731841351994,-0.19455170047579257,-0.5577724530071236,-0.12494020595843827,-0.5794444481417899,-0.13793411828152727,0
-0.35704731841351994,-0.19455170047579257,0.142250762761817,-0.07537770052361051,0.12860258380610423,-0.09132191685755141,0
-0.35704731841351994,-0.19455170047579257,-0.496005642539501,-0.12171864674839139,-0.4716981325436561,-0.13761917351419026,0
-0.35704731841351994,-0.19455170047579257,-0.24893866008932958,-0.10486737461808007,-0.4101289664783781,-0.13081631725297924,0
-0.35704731841351994,-0.19455170047579257,-0.14599396979995113,-0.09883728971691093,-0.22542104991913367,-0.10133719164998817,0
-0.35704731841351994,-0.19455170047579257,-0.3724722587885474,-0.11378861921319217,0.05164089418519814,-0.11494295723473019,0
-0.35704731841351994,-0.19455170047579257,-0.3724721920804654,-0.11477989091578288,-0.4409135176489031,-0.1350995951369812,0
-0.35704731841351994,-0.19455170047579257,-0.45482781830781344,-0.1174232264392007,-0.34855955936928085,-0.13661134284359278,0
-0.35704731841351994,-0.19455170047579257,-0.06363854369684893,-0.09322017856226783,0.14399475549316887,-0.11418709469118168,0
-0.35704731841351994,-0.19455170047579257,-0.02246086770534333,-0.051257271706398704,-0.086890119426247,-0.11097464741786599,0
-0.35704731841351994,-0.19455170047579257,-0.45482781830781344,-0.12138823719587723,-0.28699020767255595,-0.12476933527025286,0
-0.35704731841351994,-0.19455170047579257,-0.31070537790683833,-0.11701019715787146,-0.394736406904708,-0.13188712728500934,0
-0.35704731841351994,-0.19455170047579257,-0.1665828263257267,-0.06422611801595983,-0.3177748281085462,-0.12552517740521676,0
-0.35704731841351994,-0.19455170047579257,-0.16658293750586325,-0.11973613612881667,0.005464102062143165,-0.13289494605059915,0
2.4106684711372743,-0.19455170047579257,-0.4342386282416283,-0.1219664526303468,-0.30238249018436497,-0.1265960022334707,0
2.4106684711372743,-0.19455170047579257,-0.12540515033422112,-0.08206863620025798,0.2517411486686237,-0.10165222366402435,0
-0.35704731841351994,-0.19455170047579257,-0.41364969759576165,-0.11577112470304611,-0.33316708291416913,-0.12231271312474722,0
-0.35704731841351994,-0.19455170047579257,-0.22834976650350855,-0.0763689499230674,-0.0868900363076886,-0.13138321382049753,0
-0.35704731841351994,-0.19455170047579257,-0.16658301162595432,-0.10387612075799642,-0.17924389761565945,-0.1238244812399434,0
7.9461002993332865,-0.19455170047579257,-0.18717190521177535,-0.08231648423513627,0.40566427855476117,-0.0762044670028816,0
2.4106684711372743,-0.19455170047579257,-0.022460719465161268,-0.0740560101242208,-0.05610524963458183,-0.05579591131475695,0
-0.35704731841351994,-0.19455170047579257,-0.4960058463697515,-0.1098236541779399,-0.37934426292382945,-0.1391309178193711,0
2.4106684711372743,-0.19455170047579257,0.4510845000895427,0.055715213209948336,0.4210566164789424,0.020358361569549555,0
2.4106684711372743,-0.19455170047579257,-0.14599396979995113,-0.10280229177536528,-0.1330670777864185,-0.09831376528580954,0
-0.35704731841351994,-0.19455170047579257,-0.14599426628031528,-0.10181104460622174,-0.22542104991913367,-0.11569884358829405,0
-0.35704731841351994,-0.19455170047579257,0.26578412427674347,-0.05951767444728603,0.14399486631791333,-0.07412580334059633,0
-0.35704731841351994,-0.19455170047579257,-0.41365014231630787,-0.11874490234155342,0.3440951208013389,-0.07141729674323857,0
2.4106684711372743,4.391309810739319,-0.16658293750586325,-0.10982364168818498,0.5749799957207548,-0.04363887802002777,0
-0.35704731841351994,-0.19455170047579257,-0.08422725198244245,-0.08669448457356388,0.482626134412784,-0.0685827008080741,0
-0.35704731841351994,-0.19455170047579257,-0.18717201639191186,-0.11106269763869132,0.05164089418519814,-0.08697568257177449,0
5.178384260688069,-0.19455170047579257,-0.06363854369684893,-0.0932202120169685,0.2825256859860556,0.02130322801508128,0
-0.35704731841351994,-0.19455170047579257,0.24519515657083132,-0.07909488800188727,-0.07149767067732132,-0.052709354395548115,0
-0.35704731841351994,-0.19455170047579257,-0.16658293750586325,-0.1048673924605871,-0.16385161510385046,-0.11393511159783734,0
-0.35704731841351994,-0.19455170047579257,-0.06363839545666687,-0.007972690063333529,0.06703325981556542,-0.12281663679355133,0
-0.35704731841351994,-0.19455170047579257,0.12166179505590483,-0.08206864066088473,-0.07149778150206566,-0.11847037869775903,0
2.4106684711372743,-0.19455170047579257,-0.4342388876619468,-0.12494020395115624,-0.33316735997603014,-0.12080098123478868,0
-0.35704731841351994,-0.19455170047579257,-0.3724722587885474,-0.11378861921319217,0.05164089418519814,-0.11494295723473019,0
-0.35704731841351994,-0.19455170047579257,0.2246060776847826,-0.12262729247728954,-0.08688992548294426,0.01525620691590108,0
2.4106684711372743,-0.19455170047579257,0.10107260498971976,-0.051257207027310715,-0.16385161510385046,-0.10335288802592002,0
-0.35704731841351994,-0.19455170047579257,-0.18717190521177535,-0.10214146107270737,-0.13306702237404625,-0.1300604297089146,0
-0.35704731841351994,-0.19455170047579257,0.039306109532484035,-0.04506195403853956,-0.25620558723656567,-0.10562053518160393,0
-0.35704731841351994,-0.19455170047579257,-0.33129434561275045,-0.11643197547852442,-0.13306702237404625,-0.09377851859447246,0
-0.35704731841351994,-0.19455170047579257,-0.1048164420486276,-0.10709769914873836,-0.22542104991913367,-0.12628107668421754,0
-0.35704731841351994,-0.19455170047579257,0.12166179505590483,-0.07116489503654544,-0.08688992548294426,-0.08678668377193738,0
-0.35704731841351994,-0.19455170047579257,-0.37247208460633335,-0.11279736758342189,-0.1946362909522129,-0.11796643802180108,0
-0.35704731841351994,-0.19455170047579257,-0.14599396979995113,-0.09883728971691093,-0.22542104991913367,-0.10133719164998817,0
-0.35704731841351994,-0.19455170047579257,-0.3518834244987991,-0.11601896158635752,-0.21002868428876634,-0.13037540849055929,0
2.4106684711372743,-0.19455170047579257,-0.1871717940316388,-0.10313269485997063,-0.22542080056345878,-0.09755787042866877,0
2.4106684711372743,-0.19455170047579257,-0.12540507621413002,-0.10189362418939599,0.005464102062143165,-0.10719527517508508,0
-0.35704731841351994,-0.19455170047579257,-0.18717201639191186,-0.07339523294908401,0.020856218336835586,-0.1252732395509016,0
-0.35704731841351994,4.391309810739319,-0.24893877126946617,-0.08603362933745881,0.5595877409151319,-0.028584473684619003,0
5.178384260688069,-0.19455170047579257,-0.08422725198244245,-0.10949322522169935,0.3440952039198972,-0.09106993376420705,0
-0.35704731841351994,-0.19455170047579257,-0.20776079879759646,-0.11643198083127652,-0.07149767067732132,-0.11847037019418212,0
2.4106684711372743,-0.19455170047579257,-0.0018716776391580973,-0.026558638606284213,-0.11767468444986504,-0.12281665380070515,0
-0.35704731841351994,-0.19455170047579257,-0.207760835857642,-0.11841446892468611,-0.31777502205184893,-0.10889598375558072,0
-0.35704731841351994,-0.19455170047579257,0.059894928998214074,-0.09222893808406443,-0.24081333243094272,-0.10719525816793124,0
-0.35704731841351994,-0.19455170047579257,-0.02246086770534333,-0.051257271706398704,-0.086890119426247,-0.11097464741786599,0
-0.35704731841351994,-0.19455170047579257,-0.06363854369684893,-0.09322017856226783,0.14399475549316887,-0.11418709469118168,0
-0.35704731841351994,-0.19455170047579257,-0.207760835857642,-0.09858948405798681,-0.31777491122710455,-0.11947821413035958,0
-0.35704731841351994,-0.19455170047579257,-0.1871717940316388,-0.1001589377403464,-0.21002843493309145,-0.09636106170696186,0
2.4106684711372743,-0.19455170047579257,-0.10481633086849107,-0.11403645944197364,-0.22542088368201713,-0.09377849818588786,0
-0.35704731841351994,-0.19455170047579257,-0.31070537790683833,-0.11601895333419801,-0.44091350379581,-0.13358784317858113,0
-0.35704731841351994,-0.19455170047579257,-0.04304946481080023,-0.08999864700810684,0.08242551462118834,-0.0665670809643345,0
2.4106684711372743,-0.19455170047579257,-0.20776076173755093,-0.09264196089748486,-0.487090295918865,-0.13793411828152727,0
-0.35704731841351994,-0.19455170047579257,-0.22834969238341749,-0.09421143911329163,-0.21002862887639412,-0.07746424471165729,0
5.178384260688069,-0.19455170047579257,0.7393290844111288,0.09437390410375342,-0.07149758755876304,-0.0980617923967575,0
-0.35704731841351994,-0.19455170047579257,-0.1665830857460453,-0.0969374061861854,-0.21002868428876634,-0.11601378886584568,0
-0.35704731841351994,-0.19455170047579257,0.16283958222754705,-0.07579069880358376,-0.1792439807342178,-0.12987147716853592,0
-0.35704731841351994,-0.19455170047579257,-0.3930610263702137,-0.11767103767390821,-0.22542104991913367,-0.12023408517748499,0
-0.35704731841351994,-0.19455170047579257,-0.0842274743427155,-0.10949320291856555,-0.1176746013313067,-0.09862872586979962,0
-0.35704731841351994,-0.19455170047579257,0.32755099033443424,-0.08107741356456162,0.7442955466496318,-0.08451905362340731,0
-0.35704731841351994,-0.19455170047579257,-0.3724720216042561,-0.12370113551089497,-0.2869902907911142,-0.10133722906572662,0
